196,283
196,275
196,14
196,268
196,137
196,100
196,258
196,319
196,1
196,50
186,678
186,245
186,323
186,328
186,326
186,879
186,748
186,260
186,307
186,685
22,82
22,56
22,588
22,1
22,95
22,91
22,432
22,257
22,625
22,98
244,274
244,4
244,25
244,202
244,421
244,692
244,402
244,239
244,11
244,476
166,333
166,307
166,326
166,245
166,678
166,269
166,271
166,690
166,301
166,259
298,191
298,222
298,15
298,64
298,135
298,480
298,100
298,173
298,95
298,117
115,276
115,129
115,182
115,156
115,64
115,200
115,318
115,591
115,223
115,180
253,174
253,172
253,195
253,144
253,69
253,176
253,11
253,423
253,28
253,181
305,340
305,137
305,213
305,124
305,182
305,4
305,313
305,514
305,652
305,461
6,603
6,181
6,705
6,604
6,172
6,190
6,654
6,283
6,657
6,222
62,25
62,150
62,367
62,732
62,88
62,248
62,274
62,124
62,42
62,202
286,313
286,249
286,24
286,294
286,412
286,49
286,8
286,246
286,94
286,122
200,181
200,127
200,100
200,257
200,144
200,418
200,164
200,168
200,404
200,252
210,82
210,196
210,318
210,22
210,191
210,143
210,71
210,8
210,215
210,64
224,939
224,696
224,292
224,44
224,735
224,315
224,770
224,1136
224,1048
224,310
303,217
303,628
303,447
303,672
303,39
303,959
303,1074
303,1079
303,175
303,561
122,735
122,216
122,655
122,317
122,531
122,97
122,26
122,48
122,223
122,58
194,447
194,673
194,699
194,378
194,200
194,164
194,662
194,729
194,684
194,176
291,201
291,452
291,559
291,217
291,628
291,447
291,42
291,68
291,233
291,145
234,736
234,387
234,509
234,708
234,529
234,58
234,275
234,729
234,740
234,639
119,248
119,1014
119,118
119,476
119,411
119,1047
119,249
119,284
119,343
119,347
167,514
167,194
167,523
167,211
167,427
167,191
167,483
167,705
167,205
167,199
299,189
299,269
299,272
299,382
299,709
299,463
299,751
299,340
299,116
299,268
308,10
308,405
308,474
308,631
308,188
308,222
308,52
308,212
308,190
308,13
95,167
95,163
95,230
95,435
95,380
95,222
95,732
95,501
95,100
95,559
38,181
38,50
38,227
38,222
38,230
38,172
38,174
38,121
38,625
38,210
102,678
102,380
102,343
102,250
102,679
102,323
102,257
102,259
102,100
102,145
63,275
63,9
63,151
63,7
63,124
63,117
63,127
63,293
63,298
63,248
160,919
160,121
160,98
160,222
160,181
160,12
160,156
160,591
160,183
160,235
50,129
50,285
50,7
50,127
50,302
50,258
50,273
50,237
50,137
50,50
301,234
301,188
301,200
301,449
301,472
301,257
301,38
301,679
301,135
301,185
225,174
225,483
225,205
225,357
225,318
225,199
225,523
225,185
225,187
225,183
290,501
290,195
290,96
290,969
290,597
290,79
290,173
290,225
290,186
290,8
97,474
97,56
97,483
97,176
97,64
97,180
97,318
97,134
97,523
97,427
157,257
157,121
157,151
157,237
157,222
157,15
157,7
157,742
157,125
157,181
181,295
181,1023
181,1142
181,246
181,253
181,244
181,1012
181,535
181,249
181,1089
278,300
278,748
278,328
278,289
278,340
278,690
278,268
278,272
278,333
278,271
276,90
276,824
276,895
276,93
276,761
276,1188
276,155
276,1014
276,412
276,327
7,218
7,525
7,705
7,414
7,5
7,493
7,184
7,708
7,478
7,233
10,514
10,86
10,528
10,318
10,427
10,187
10,523
10,517
10,213
10,212
284,327
284,326
284,245
284,316
284,331
284,288
284,271
284,321
284,292
284,879
201,5
201,628
201,327
201,293
201,657
201,44
201,569
201,433
201,696
201,504
287,288
287,7
287,258
287,475
287,150
287,273
287,24
287,405
287,508
287,127
246,217
246,233
246,53
246,2
246,144
246,229
246,62
246,7
246,455
246,79
242,286
242,321
242,319
242,289
242,269
242,285
242,258
242,242
242,9
242,288
249,475
249,150
249,276
249,127
249,151
249,508
249,246
249,204
249,288
249,410
99,249
99,298
99,257
99,24
99,333
99,1014
99,248
99,250
99,252
99,1012
178,4
178,182
178,291
178,879
178,272
178,470
178,132
178,356
178,693
178,357
251,127
251,276
251,546
251,273
251,9
251,235
251,284
251,508
251,591
251,255
81,15
81,117
81,50
81,257
81,9
81,181
81,508
81,127
81,125
81,763
260,328
260,690
260,302
260,301
260,332
260,269
260,327
260,323
260,245
260,751
25,172
25,168
25,483
25,194
25,191
25,496
25,523
25,100
25,132
25,211
59,281
59,546
59,471
59,631
59,628
59,282
59,117
59,157
59,509
59,222
72,183
72,200
72,185
72,11
72,218
72,22
72,157
72,31
72,144
72,483
87,1
87,168
87,173
87,98
87,151
87,28
87,402
87,69
87,739
87,234
42,699
42,31
42,22
42,378
42,393
42,476
42,133
42,8
42,356
42,144
292,480
292,474
292,185
292,23
292,89
292,121
292,134
292,357
292,172
292,187
20,117
20,222
20,257
20,127
20,79
20,100
20,195
20,294
20,28
20,7
13,259
13,304
13,616
13,139
13,140
13,325
13,136
13,142
13,500
13,245
138,127
138,50
138,9
138,275
138,181
138,276
138,515
138,237
138,7
138,286
60,530
60,520
60,504
60,657
60,648
60,521
60,497
60,526
60,432
60,663
57,127
57,742
57,118
57,276
57,147
57,455
57,25
57,255
57,235
57,685
223,815
223,471
223,678
223,15
223,748
223,245
223,1047
223,280
223,685
223,1028
189,169
189,408
189,514
189,213
189,190
189,482
189,515
189,116
189,285
189,168
243,276
243,9
243,70
243,462
243,124
243,100
243,274
243,213
243,216
243,19
92,151
92,70
92,127
92,762
92,447
92,3
92,746
92,90
92,33
92,17
241,333
241,327
241,328
241,258
241,272
241,340
241,315
241,301
241,326
241,748
254,294
254,404
254,300
254,420
254,434
254,127
254,520
254,205
254,422
254,495
293,44
293,241
293,385
293,58
293,9
293,735
293,470
293,118
293,281
293,276
127,313
127,751
127,328
127,323
127,678
127,269
127,333
127,272
127,315
127,307
222,928
222,720
222,1028
222,5
222,123
222,1047
222,33
222,871
222,684
222,728
267,184
267,96
267,79
267,201
267,4
267,200
267,11
267,109
267,234
267,219
11,313
11,294
11,50
11,269
11,181
11,288
11,202
11,381
11,66
11,403
8,271
8,288
8,300
8,678
8,343
8,748
8,751
8,98
8,313
8,879
162,24
162,405
162,250
162,257
162,118
162,455
162,273
162,249
162,546
162,100
279,473
279,1079
279,91
279,206
279,145
279,477
279,217
279,420
279,3
279,640
145,288
145,245
145,748
145,323
145,322
145,307
145,332
145,325
145,264
145,326
28,183
28,127
28,181
28,187
28,182
28,172
28,22
28,205
28,265
28,23
135,218
135,53
135,200
135,182
135,92
135,219
135,672
135,11
135,184
135,302
32,121
32,1
32,258
32,237
32,25
32,300
32,748
32,127
32,286
32,15
90,582
90,463
90,492
90,319
90,58
90,736
90,321
90,504
90,461
90,487
216,246
216,173
216,273
216,121
216,24
216,96
216,762
216,117
216,70
216,92
250,79
250,172
250,318
250,22
250,286
250,11
250,300
250,273
250,176
250,121
271,162
271,736
271,86
271,151
271,222
271,478
271,631
271,483
271,708
271,143
265,121
265,9
265,276
265,222
265,405
265,25
265,127
265,286
265,546
265,255
198,144
198,22
198,12
198,28
198,273
198,202
198,546
198,209
198,92
198,496
168,237
168,471
168,476
168,111
168,756
168,50
168,148
168,147
168,298
168,591
110,720
110,268
110,941
110,781
110,328
110,4
110,159
110,358
110,90
110,53
58,919
58,179
58,83
58,197
58,357
58,79
58,180
58,59
58,14
58,276
237,194
237,523
237,427
237,56
237,318
237,480
237,135
237,484
237,205
237,435
94,231
94,2
94,239
94,747
94,554
94,5
94,44
94,578
94,73
94,449
128,699
128,162
128,735
128,724
128,318
128,662
128,22
128,286
128,356
128,313
44,117
44,79
44,210
44,265
44,568
44,127
44,234
44,28
44,546
44,186
264,124
264,127
264,50
264,515
264,268
264,212
264,181
264,285
264,170
264,276
41,172
41,204
41,64
41,79
41,22
41,210
41,483
41,197
41,427
41,183
82,117
82,257
82,98
82,172
82,195
82,132
82,515
82,423
82,252
82,742
262,202
262,88
262,97
262,173
262,732
262,692
262,196
262,274
262,215
262,79
174,274
174,815
174,25
174,283
174,294
174,275
174,732
174,313
174,301
174,300
43,255
43,476
43,125
43,739
43,451
43,239
43,99
43,655
43,83
43,1028
84,50
84,181
84,127
84,9
84,471
84,125
84,118
84,275
84,257
84,845
269,10
269,4
269,461
269,203
269,559
269,737
269,91
269,83
269,382
269,226
259,50
259,100
259,258
259,7
259,1
259,127
259,222
259,56
259,276
259,237
85,131
85,315
85,463
85,198
85,603
85,302
85,81
85,505
85,494
85,461
213,237
213,276
213,183
213,9
213,15
213,96
213,742
213,22
213,282
213,89
121,286
121,15
121,7
121,258
121,111
121,222
121,285
121,288
121,283
121,475
49,109
49,24
49,246
49,249
49,408
49,150
49,250
49,189
49,169
49,257
155,258
155,289
155,302
155,269
155,333
155,301
155,313
155,690
155,307
155,268
68,1
68,15
68,100
68,222
68,151
68,257
68,294
68,508
68,546
68,255
172,192
172,654
172,504
172,521
172,528
172,479
172,604
172,661
172,482
172,507
19,286
19,269
19,300
19,50
19,289
19,302
19,56
19,173
19,748
19,301
268,109
268,150
268,90
268,367
268,175
268,431
268,410
268,202
268,401
268,447
5,625
5,67
5,91
5,768
5,542
5,501
5,217
5,1091
5,588
5,164
80,318
80,56
80,98
80,286
80,357
80,174
80,173
80,191
80,172
80,12
66,222
66,100
66,118
66,151
66,25
66,276
66,125
66,546
66,111
66,255
18,584
18,655
18,511
18,507
18,173
18,531
18,640
18,481
18,662
18,694
26,147
26,273
26,245
26,472
26,281
26,289
26,411
26,473
26,307
26,1047
130,260
130,264
130,323
130,406
130,825
130,369
130,977
130,687
130,826
130,92
256,148
256,717
256,763
256,468
256,281
256,928
256,871
256,924
256,720
256,470
1,475
1,433
1,367
1,423
1,318
1,515
1,288
1,655
1,462
1,408
56,739
56,257
56,72
56,2
56,780
56,763
56,4
56,367
56,380
56,208
15,294
15,126
15,245
15,304
15,284
15,288
15,276
15,117
15,321
15,100
207,50
207,1
207,172
207,7
207,274
207,288
207,97
207,168
207,762
207,151
232,258
232,174
232,168
232,179
232,12
232,238
232,137
232,216
232,288
232,79
52,276
52,1
52,9
52,50
52,127
52,283
52,181
52,14
52,508
52,222
161,1
161,275
161,294
161,258
161,172
161,300
161,173
161,357
161,237
161,64
148,208
148,210
148,423
148,202
148,318
148,28
148,483
148,186
148,211
148,153
125,169
125,189
125,408
125,154
125,257
125,432
125,100
125,151
125,179
125,114
83,237
83,934
83,815
83,763
83,596
83,742
83,257
83,402
83,222
83,202
272,64
272,318
272,180
272,168
272,173
272,427
272,191
272,195
272,176
272,182
151,708
151,212
151,237
151,511
151,285
151,283
151,647
151,479
151,521
151,527
54,294
54,222
54,300
54,282
54,293
54,678
54,323
54,125
54,286
54,508
16,176
16,185
16,187
16,210
16,50
16,173
16,23
16,265
16,651
16,218
91,199
91,258
91,678
91,243
91,96
91,185
91,194
91,286
91,661
91,604
294,685
294,150
294,326
294,302
294,591
294,3
294,628
294,289
294,820
294,763
229,690
229,301
229,333
229,307
229,327
229,310
229,346
229,270
229,271
229,343
36,286
36,322
36,300
36,328
36,326
36,332
36,245
36,258
36,292
36,302
70,195
70,144
70,154
70,252
70,250
70,258
70,22
70,385
70,117
70,294
14,1
14,137
14,515
14,286
14,179
14,318
14,237
14,462
14,194
14,197
295,393
295,732
295,66
295,692
295,239
295,432
295,367
295,211
295,584
295,163
233,427
233,496
233,172
233,173
233,479
233,132
233,238
233,28
233,134
233,514
214,286
214,919
214,124
214,150
214,258
214,198
214,129
214,197
214,59
214,514
192,286
192,275
192,237
192,1
192,294
192,15
192,300
192,283
192,151
192,14
100,307
100,343
100,301
100,332
100,312
100,259
100,327
100,331
100,338
100,748
307,208
307,202
307,432
307,216
307,435
307,211
307,69
307,79
307,8
307,191
297,127
297,172
297,121
297,318
297,64
297,96
297,313
297,276
297,405
297,186
193,748
193,315
193,272
193,245
193,751
193,568
193,678
193,323
193,181
193,566
113,302
113,748
113,269
113,276
113,301
113,475
113,181
113,313
113,307
113,332
275,82
275,172
275,195
275,568
275,91
275,151
275,385
275,168
275,161
275,79
219,272
219,751
219,313
219,315
219,340
219,268
219,750
219,346
219,316
219,271
218,174
218,357
218,64
218,182
218,318
218,234
218,79
218,187
218,185
218,180
123,318
123,357
123,194
123,56
123,191
123,603
123,181
123,86
123,174
123,582
158,405
158,151
158,475
158,150
158,25
158,218
158,508
158,237
158,276
158,257
302,300
302,288
302,286
302,326
302,313
302,678
302,269
302,690
302,302
302,259
23,168
23,210
23,208
23,186
23,179
23,169
23,197
23,435
23,474
23,69
296,318
296,288
296,283
296,302
296,174
296,12
296,479
296,64
296,116
296,300
33,326
33,332
33,748
33,322
33,327
33,302
33,690
33,331
33,286
33,301
154,98
154,56
154,127
154,100
154,514
154,603
154,318
154,194
154,12
154,181
77,79
77,64
77,204
77,318
77,7
77,22
77,423
77,194
77,180
77,496
270,276
270,9
270,100
270,124
270,508
270,628
270,273
270,744
270,127
270,137
187,202
187,318
187,238
187,153
187,357
187,194
187,172
187,655
187,174
187,496
170,332
170,286
170,748
170,289
170,307
170,313
170,690
170,331
170,243
170,682
101,476
101,685
101,15
101,25
101,291
101,410
101,274
101,1016
101,148
101,235
184,111
184,709
184,83
184,151
184,732
184,26
184,367
184,778
184,463
184,131
112,326
112,340
112,292
112,288
112,270
112,271
112,259
112,682
112,304
112,311
133,748
133,307
133,690
133,301
133,333
133,310
133,347
133,302
133,323
133,340
215,79
215,173
215,96
215,69
215,265
215,318
215,435
215,97
215,135
215,153
69,127
69,276
69,286
69,1
69,324
69,121
69,257
69,327
69,325
69,293
104,298
104,118
104,597
104,742
104,125
104,24
104,323
104,151
104,1
104,315
240,258
240,328
240,333
240,315
240,690
240,294
240,327
240,271
240,326
240,750
144,111
144,272
144,121
144,275
144,25
144,255
144,151
144,13
144,340
144,283
191,690
191,347
191,333
191,327
191,258
191,310
191,311
191,303
191,312
191,346
61,313
61,286
61,288
61,307
61,245
61,302
61,326
61,272
61,315
61,289
142,258
142,271
142,313
142,300
142,269
142,286
142,751
142,748
142,50
142,343
177,286
177,325
177,357
177,234
177,180
177,185
177,269
177,346
177,28
177,264
203,300
203,286
203,121
203,15
203,127
203,9
203,289
203,245
203,328
203,25
21,840
21,515
21,1025
21,331
21,334
21,831
21,181
21,333
21,276
21,841
197,343
197,327
197,260
197,358
197,315
197,331
197,270
197,338
197,689
197,264
134,288
134,245
134,289
134,333
134,307
134,690
134,322
134,272
134,304
134,271
180,4
180,88
180,70
180,42
180,210
180,97
180,692
180,66
180,238
180,168
236,1
236,471
236,22
236,357
236,125
236,121
236,276
236,527
236,479
236,284
263,172
263,313
263,286
263,705
263,427
263,173
263,56
263,191
263,603
263,193
109,38
109,685
109,240
109,720
109,235
109,2
109,684
109,273
109,554
109,232
64,204
64,117
64,257
64,272
64,294
64,208
64,286
64,88
64,177
64,226
114,174
114,194
114,603
114,134
114,187
114,185
114,64
114,427
114,523
114,511
239,170
239,657
239,480
239,197
239,515
239,517
239,213
239,523
239,191
239,357
